name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
Lonely No More,Something to Be,Rob Thomas,2005-04-05,226640,55,0.551,0.033,0.551,0.896,0,0.0899,-3.152,0.109,171.79,4
Karma,The Diary Of Alicia Keys,Alicia Keys,2003-12-02,256000,51,0.727,0.0743,0.727,0.736,0.00311,0.0347,-6.203,0.0615,85.1,4
Chariot,Chariot - Stripped,Gavin DeGraw,2004-07-26,239173,56,0.281,0.0437,0.281,0.779,0,0.37,-5.104,0.0514,167.172,4
Incomplete,Never Gone,Backstreet Boys,2005-06-14,239586,62,0.437,0.231,0.437,0.589,0,0.0768,-4.834,0.0331,133.631,4
Ghetto Gospel,Loyal To The Game,2Pac,2004-01-01,238053,67,0.794,0.0964,0.794,0.614,0,0.0788,-5.352,0.0467,80.569,4
Get It Poppin' (feat. Nelly) - Radio Version,Get It Poppin' (feat. Nelly) [Radio Version],Fat Joe,2005-04-26,211320,45,0.905,0.0628,0.905,0.55,0,0.0644,-7.558,0.372,100.813,4
How We Do,The Documentary,The Game,2005,235533,72,0.862,0.0455,0.862,0.648,0,0.0332,-7.401,0.251,98.012,4
Axel F,Crazy Frog presents Crazy Hits,Crazy Frog,2005-08-01,168879,64,0.86,0.279,0.86,0.907,0.693,0.0648,-3.321,0.0407,138.045,4
Numb / Encore,Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,JAY-Z,2004-11-30,205733,74,0.687,0.0603,0.687,0.793,0,0.582,-4.254,0.166,107.045,4
Shiver,Counting Down The Days,Natalie Imbruglia,2005-04-04,222653,50,0.489,0.00115,0.489,0.798,2.81E-06,0.149,-4.49,0.0316,94.163,4
Wake Me up When September Ends,American Idiot,Green Day,2004-09-21,285653,75,0.546,0.023,0.546,0.814,0,0.0972,-5.146,0.0314,104.98,4
Like Toy Soldiers,Encore (Deluxe Version),Eminem,2004-11-12,296880,67,0.52,0.0193,0.52,0.768,0.00034,0.104,-3.489,0.359,79.178,4
Banana Pancakes,In Between Dreams,Jack Johnson,2005-01-01,191906,70,0.814,0.602,0.814,0.373,1.70E-05,0.0931,-8.017,0.116,114.548,4
In the Morning,The Invisible Invasion,The Coral,2005-05-23,152520,54,0.644,0.0252,0.644,0.777,0,0.0554,-6.165,0.0284,126.257,4
I Bet You Look Good On The Dancefloor,"Whatever People Say I Am, That's What I'm Not",Arctic Monkeys,2006-01-29,173680,71,0.535,0.00225,0.535,0.948,0,0.376,-4.19,0.0356,103.183,4
Soul Survivor,Let's Get It: Thug Motivation 101,Jeezy,2005-01-01,280013,52,0.684,0.000839,0.684,0.493,0,0.157,-7.728,0.0459,84.03,4
Hate It Or Love It,The Documentary,The Game,2005,206400,73,0.802,0.14,0.802,0.785,0,0.123,-4.781,0.207,99.998,4
Dakota,Language.Sex.Violence.Other?,Stereophonics,2005-01-01,297426,67,0.506,0.129,0.506,0.93,0.00682,0.0931,-3.499,0.0675,146.994,4
I Predict A Riot,Employment,Kaiser Chiefs,2005,233186,61,0.395,0.0243,0.395,0.979,0,0.12,-3.241,0.0766,158.842,4
Ass Like That,Encore,Eminem,2004-11-12,265480,51,0.646,0.409,0.646,0.796,0,0.107,-6.152,0.366,83.093,4
I Like The Way - Radio Edit,Bodyrockers,Bodyrockers,2005-01-01,200053,55,0.642,0.0248,0.642,0.851,0.0146,0.084,-3.638,0.0431,127.988,4
Scars,Getting Away With Murder,Papa Roach,2004-01-01,208199,59,0.455,0.0875,0.455,0.929,0,0.226,-3.295,0.0494,89.782,4
Outta Control - Remix,Outta Control,50 Cent,2005-01-01,247506,59,0.772,0.0277,0.772,0.599,0,0.0839,-5.996,0.246,92.029,4
Lyla,Don't Believe the Truth,Oasis,2005-07-25,310440,11,0.394,0.000113,0.394,0.948,0.000142,0.146,-2.421,0.0479,120.896,4
Play,Certified,David Banner,2005-01-01,230133,51,0.837,0.000213,0.837,0.658,0.122,0.243,-8.013,0.126,95.027,4
Let Me Go,The Greatest Hits,3 Doors Down,2012-01-01,243053,50,0.478,0.0181,0.478,0.863,0,0.111,-4.914,0.0387,92.004,4
Wait (The Whisper Song),United States Of Atlanta,Ying Yang Twins,2005-06-28,179160,57,0.933,0.00112,0.933,0.513,0.00248,0.107,-13.203,0.347,102.017,4
Hips Don't Lie (feat. Wyclef Jean),"Oral Fixation, Vol. 2 (Expanded Edition)",Shakira,2005-11-28,218093,82,0.778,0.284,0.778,0.824,0,0.405,-5.892,0.0712,100.024,4
Temperature,The Trinity,Sean Paul,2005-09-26,218573,76,0.951,0.106,0.951,0.6,0,0.0712,-4.675,0.0685,125.04,4
Promiscuous,Loose (International Version),Nelly Furtado,2006-01-01,242293,79,0.808,0.0569,0.808,0.97,6.13E-05,0.154,-6.098,0.0506,114.328,4
Irreplaceable,B'Day Deluxe Edition,Beyoncé,2007-05-29,227853,71,0.447,0.0293,0.447,0.694,5.46E-06,0.167,-4.637,0.382,175.868,4
Rehab,Back To Black (Deluxe Edition),Amy Winehouse,2006,214946,69,0.407,0.0541,0.407,0.558,1.51E-06,0.34,-13.609,0.0552,71.815,4
Unwritten,Unwritten,Natasha Bedingfield,2004-09-06,259333,74,0.706,0.00584,0.706,0.8,0,0.0822,-6.333,0.0399,100.011,4
Crazy,St. Elsewhere,Gnarls Barkley,2006-04-24,177466,74,0.855,0.0505,0.855,0.587,0.00714,0.105,-4.589,0.0336,111.97,4
Everytime We Touch - Radio Edit,Original Me,Cascada,2011-01-01,199120,14,0.64,0.00461,0.64,0.977,1.68E-05,0.371,-5.369,0.0555,142.019,4
SexyBack (feat. Timbaland),FutureSex/LoveSounds,Justin Timberlake,2006-09-12,242733,77,0.967,0.0584,0.967,0.583,0,0.0519,-5.562,0.0789,117,4
SOS,A Girl Like Me,Rihanna,2006-04-10,238920,69,0.677,0.004,0.677,0.671,5.07E-05,0.413,-4.905,0.0361,137.046,4
The Sweet Escape,The Sweet Escape,Gwen Stefani,2006-01-01,246466,65,0.756,0.191,0.756,0.77,0,0.178,-3.502,0.0343,119.961,4
Maneater,Loose (International Version),Nelly Furtado,2006-01-01,258893,74,0.796,0.0261,0.796,0.777,0.000358,0.121,-4.81,0.0397,132.722,4
Buttons,PCD,The Pussycat Dolls,2005-01-01,225560,66,0.565,0.152,0.565,0.817,0,0.247,-4.338,0.27,210.851,4
Check On It (feat. Slim Thug),Check On It (feat. Slim Thug),Beyoncé,2006-01-14,211186,46,0.7,0.0805,0.7,0.887,0,0.376,-3.887,0.218,166.104,4
Rock This Party - Everybody Dance Now,Rock This Party (Everybody Dance Now),Bob Sinclar,2006-08-22,245466,66,0.893,0.0714,0.893,0.823,0,0.0509,-3.708,0.122,128.009,4
So Sick,In My Own Words,Ne-Yo,2006-01-01,207186,76,0.452,0.246,0.452,0.574,0,0.189,-8.336,0.31,92.791,4
Pump It,Monkey Business,Black Eyed Peas,2005-01-01,213066,75,0.648,0.00937,0.648,0.931,0,0.752,-3.15,0.181,153.649,4
Get Up (feat. Chamillionaire),The Evolution,Ciara,2006,261880,57,0.964,0.0248,0.964,0.595,5.14E-06,0.0405,-6.887,0.109,128.593,4
Star Girl,Motion In The Ocean,McFly,2006-01-01,207506,59,0.481,0.00255,0.481,0.662,0,0.0622,-3.957,0.0311,156.2,4
Smack That,Konvicted,Akon,2006,212360,74,0.94,0.317,0.94,0.743,0,0.0909,-5.166,0.0475,118.988,4
Stickwitu,PCD,The Pussycat Dolls,2005-01-01,207506,68,0.548,0.283,0.548,0.554,0,0.0708,-6.408,0.0587,79.918,4
Because of You,Breakaway,Kelly Clarkson,2004,219493,72,0.587,0.248,0.587,0.583,0,0.124,-5.284,0.0313,139.92,4
My Humps,Monkey Business,Black Eyed Peas,2005-01-01,326960,66,0.802,0.111,0.802,0.682,1.39E-05,0.109,-5.924,0.222,123.95,4
Smile,"Alright, Still (Deluxe)",Lily Allen,2006-07-14,196893,67,0.632,0.00143,0.632,0.639,0,0.221,-5.938,0.0259,95.506,4
Me & U,Cassie (U.S. Version),Cassie,2006-08-07,192213,71,0.803,0.352,0.803,0.454,0,0.0655,-4.802,0.0294,99.99,4
Run It! (feat. Juelz Santana),Chris Brown (Expanded Edition),Chris Brown,2005,229866,69,0.846,0.0246,0.846,0.482,0,0.393,-6.721,0.129,100.969,4
Ain't No Other Man,Back To Basics,Christina Aguilera,2006-08-14,228906,62,0.862,0.00376,0.862,0.742,0.00855,0.103,-4.722,0.222,127.91,4
Put Your Records On,Corinne Bailey Rae,Corinne Bailey Rae,2006-01-01,215360,77,0.739,0.167,0.739,0.511,1.34E-06,0.133,-7.844,0.0362,96.038,4
My Love (feat. T.I.),FutureSex/LoveSounds Deluxe Edition,Justin Timberlake,2006-09-13,276160,70,0.771,0.277,0.771,0.68,1.18E-05,0.682,-5.881,0.224,119.952,4
Beep,PCD,The Pussycat Dolls,2005-01-01,229360,55,0.938,0.00952,0.938,0.735,0,0.0998,-6.382,0.0434,103.7,4
Too Little Too Late,"Too Little, Too Late",JoJo,2006-11-10,223680,55,0.535,0.0113,0.535,0.823,3.88E-06,0.146,-5.338,0.0431,83.001,4
Who Knew,I'm Not Dead,P!nk,2006-04-04,208493,24,0.688,0.00462,0.688,0.734,0,0.0756,-4.569,0.0274,140.004,4
Love,The Way It Is,Keyshia Cole,2005-01-01,255333,73,0.688,0.064,0.688,0.519,0,0.1,-4.285,0.0283,116.714,4
London Bridge,The Dutchess,Fergie,2006-01-01,241306,57,0.769,0.216,0.769,0.609,0,0.166,-5.894,0.357,90.951,4
Sorry,Confessions on a Dance Floor,Madonna,2005-11-11,281880,59,0.589,0.00121,0.589,0.877,0.013,0.169,-6.229,0.046,132.971,4
A Moment Like This,Spirit,Leona Lewis,2007,257293,58,0.265,0.423,0.265,0.563,7.99E-06,0.131,-3.667,0.0302,70.529,4
I Wish I Was a Punk Rocker (with Flowers in My Hair),Smile...It Confuses People,Sandi Thom,2006-06-05,151640,59,0.7,0.544,0.7,0.465,0,0.606,-6.815,0.358,108.102,4
Unfaithful,A Girl Like Me,Rihanna,2006-04-10,226973,69,0.588,0.839,0.588,0.391,0,0.227,-8.607,0.0334,144.069,4
Gold Digger,Late Registration,Kanye West,2005-08-30,207626,76,0.629,0.0195,0.629,0.696,0,0.0554,-5.572,0.348,93.034,4
Life is a Highway,Cars Original Soundtrack (English Version),Various Artists,2006-01-01,276773,62,0.561,0.00185,0.561,0.936,0,0.102,-5.409,0.0613,103.055,4
Deja Vu (feat. Jay-Z),B'Day Deluxe Edition,Beyoncé,2007-05-29,240280,59,0.644,0.0071,0.644,0.746,1.22E-05,0.0743,-4.941,0.341,105.253,4
Something Kinda Ooooh,Ten,Girls Aloud,2012-01-01,201590,49,0.681,0.0232,0.681,0.908,0,0.355,-3.918,0.0473,131.925,4
Sexy Love,In My Own Words,Ne-Yo,2006-01-01,220853,66,0.693,0.297,0.693,0.516,0.000127,0.0604,-6.446,0.0413,94.02,4
Be Without You - Kendu Mix,The Breakthrough,Mary J. Blige,2005-01-01,246333,61,0.726,0.0717,0.726,0.7,0,0.262,-5.881,0.0998,146.559,4
From Paris to Berlin,From Paris to Berlin,Infernal,2004-08-23,209666,55,0.741,0.096,0.741,0.869,0,0.0396,-6.534,0.0816,126.069,4
Love Generation - Radio Edit,La Saga Des Hits,Various Artists,2005-01-01,207613,47,0.715,0.175,0.715,0.812,0.000134,0.044,-5.758,0.062,128.04,4
Dirty Little Secret,Move Along,The All-American Rejects,2005-01-01,193653,64,0.469,0.000343,0.469,0.955,1.35E-06,0.548,-4.253,0.0432,143.853,4
Yo (Excuse Me Miss),Chris Brown (Expanded Edition),Chris Brown,2005,229040,71,0.536,0.119,0.536,0.612,0,0.209,-5.847,0.272,86.768,4
Do It To It,Unappreciated,Cherish,2006-01-01,226293,59,0.826,0.00798,0.826,0.67,0,0.495,-5.559,0.169,74.007,4
Come to Me (feat. Nicole Scherzinger),Press Play,Diddy,2006-10-16,276786,51,0.819,0.0176,0.819,0.485,0,0.658,-6.45,0.0756,96.998,4
Tears Dry On Their Own,Back To Black,Amy Winehouse,2006-10-27,185186,63,0.643,0.491,0.643,0.871,0,0.29,-2.734,0.118,121.569,4
Stupid Girls,I'm Not Dead,P!nk,2006-04-04,197173,14,0.683,0.000738,0.683,0.886,0.00188,0.0524,-5.045,0.071,100.04,4
She Moves In Her Own Way,Inside In / Inside Out,The Kooks,2006-01-01,169306,69,0.41,0.239,0.41,0.803,0,0.103,-5.363,0.0623,153.315,4
I Write Sins Not Tragedies,A Fever You Can't Sweat Out,Panic! At The Disco,2005-09-27,185586,70,0.566,0.0737,0.566,0.815,0,0.12,-4.481,0.14,169.961,4
My My My - Radio Edit,My My My,Armand Van Helden,2006,190000,39,0.678,0.0195,0.678,0.768,0.00866,0.0322,-8.502,0.137,127.51,4
I Don't Feel Like Dancin',Ta Dah,Scissor Sisters,2006-01-01,288360,55,0.707,0.0195,0.707,0.923,0,0.342,-3.409,0.0276,108.023,4
Patience,Beautiful World,Take That,2006-01-01,202066,63,0.309,0.142,0.309,0.783,1.11E-06,0.118,-4.154,0.0405,175.788,4
Gimme That,Chris Brown (Expanded Edition),Chris Brown,2005,186826,61,0.678,0.00374,0.678,0.572,6.59E-05,0.118,-7.033,0.0466,87.165,4
"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",Duets: The Final Chapter,The Notorious B.I.G.,2005-12-09,286186,65,0.833,0.0949,0.833,0.628,1.60E-06,0.282,-7.041,0.141,106.328,4
Thunder in My Heart Again (Radio Edit),Thunder in My Heart Again (Bonus Track Version),Meck,2005,189800,45,0.679,0.000241,0.679,0.922,0.69,0.0697,-4.67,0.0294,129.016,4
(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,(When You Gonna) Give It up to Me (feat. Keyshia Cole),Sean Paul,2006-09-11,243880,56,0.711,0.067,0.711,0.761,0,0.041,-3.04,0.225,95.824,4
Fill My Little World,Twelve Stops and Home,The Feeling,2006-01-01,247506,53,0.455,0.0789,0.455,0.892,0,0.341,-3.46,0.0345,175.979,4
Shake That,Curtain Call: The Hits (Deluxe Edition),Eminem,2005-12-06,274440,71,0.963,0.0507,0.963,0.643,4.94E-05,0.157,-5.785,0.117,107.005,4
No Promises,Shayne Ward,Shayne Ward,2006,223066,52,0.5,0.527,0.5,0.498,0,0.123,-6.087,0.026,79.798,4
Chasing Cars,Eyes Open,Snow Patrol,2006-01-01,267960,69,0.56,0.199,0.56,0.595,6.47E-05,0.132,-4.53,0.0274,104.011,4
Touch The Sky,Late Registration,Kanye West,2005-08-30,236600,66,0.552,0.0114,0.552,0.846,0,0.309,-4.912,0.342,98.56,1
How to Save a Life,How To Save A Life,The Fray,2005-09-13,262533,80,0.64,0.269,0.64,0.743,0,0.101,-4.08,0.0379,122.035,4
Control Myself,Todd Smith,LL Cool J,2006-04-11,233973,42,0.825,0.00928,0.825,0.876,1.20E-05,0.205,-6.556,0.211,120.066,4
You Give Me Something,Undiscovered (International Version),James Morrison,2006-01-01,213173,65,0.559,0.216,0.559,0.688,0,0.0855,-6.496,0.114,79.753,4
What's Left Of Me,What's Left Of Me,Nick Lachey,2006-06-08,244613,38,0.42,0.142,0.42,0.742,0,0.145,-5.665,0.0375,149.965,4
When The Sun Goes Down,"Whatever People Say I Am, That's What I'm Not",Arctic Monkeys,2006-01-29,202133,73,0.348,0.0341,0.348,0.875,0,0.117,-4.758,0.199,169.152,4
Put Your Hands Up for Detroit - Radio Edit,Put Your Hands up for Detroit,Fedde Le Grand,2015-05-08,150533,33,0.814,0.0154,0.814,0.923,0.154,0.0862,-4.525,0.229,127.919,4
Far Away,All the Right Reasons,Nickelback,2005-09-26,238173,69,0.518,0.000681,0.518,0.797,0,0.107,-5.153,0.0309,132.918,4
Over My Head (Cable Car),How To Save A Life,The Fray,2005-09-13,236266,68,0.592,0.022,0.592,0.729,0,0.0653,-4.156,0.0448,116.03,4
What Hurts The Most,Me And My Gang,Rascal Flatts,2006-01-01,214106,69,0.537,0.0088,0.537,0.674,0,0.265,-5.134,0.0277,136.002,4
One,The Breakthrough,Mary J. Blige,2005-01-01,260466,61,0.344,0.0841,0.344,0.874,0,0.129,-3.161,0.0777,185.888,4
Last Request,These Streets,Paolo Nutini,2007-01-30,220413,66,0.605,0.241,0.605,0.704,0,0.137,-6.564,0.0476,80.925,4
Wonderful World,Undiscovered (International Version),James Morrison,2006-01-01,210066,49,0.474,0.0548,0.474,0.71,0,0.0974,-4.606,0.029,78.969,4
Naive,Inside In / Inside Out,The Kooks,2006-01-01,203506,72,0.391,0.0759,0.391,0.808,0,0.149,-6.209,0.0892,100.304,4
No Tomorrow,Bright Idea,Orson,2006-01-01,167493,44,0.656,0.0065,0.656,0.624,0,0.278,-4.623,0.0691,124.082,4
"Dance, Dance",From Under The Cork Tree,Fall Out Boy,2005-05-03,180266,73,0.622,0.00523,0.622,0.961,0,0.0854,-3.198,0.154,114.452,4
Call Me When You're Sober,The Open Door,Evanescence,2006-01-01,214706,65,0.45,0.00193,0.45,0.883,0,0.293,-4.094,0.0524,93.41,4
JCB,JCB,Nizlopi,2005-01-01,228226,50,0.583,0.703,0.583,0.482,0,0.388,-7.261,0.0832,103.067,4
America,Razorlight,Razorlight,2006-01-01,249760,65,0.447,0.295,0.447,0.568,3.26E-06,0.355,-4.975,0.0305,90.933,4
Move Along,Move Along,The All-American Rejects,2005-01-01,238880,58,0.526,0.000124,0.526,0.92,0,0.371,-3.866,0.0472,109.86,4
Laffy Taffy,Down For Life,D4L,2005-11-08,224253,63,0.891,0.0351,0.891,0.439,0,0.0932,-7.994,0.428,77.499,4
Bossy,Kelis Was Here,Kelis,2006-08-22,273973,51,0.906,0.000182,0.906,0.633,8.34E-06,0.058,-5.316,0.19,84.021,4
Grillz,Sweatsuit,Nelly,2005-11-22,271160,49,0.867,0.0358,0.867,0.504,0,0.307,-7.737,0.241,82.996,4
Money Maker,Release Therapy,Ludacris,2006-01-01,230613,59,0.551,0.15,0.551,0.598,0,0.299,-6.79,0.27,78.756,4
I'm N Luv (Wit a Stripper) (feat. Mike Jones),Rappa Ternt Sanga,T-Pain,2005,265333,66,0.731,0.00544,0.731,0.368,0,0.193,-10.38,0.0688,145.171,4
The Rose,The Love Album,Westlife,2006-11-13,219106,51,0.272,0.784,0.272,0.203,0,0.0805,-9.706,0.0294,109.581,5
In The Morning,Razorlight,Razorlight,2006-01-01,222453,57,0.616,0.00379,0.616,0.855,0.000863,0.318,-3.495,0.042,124.191,4
When I'm Gone,When I'm Gone,Eminem,2005-01-01,281320,67,0.618,0.0553,0.618,0.746,0,0.273,-5.476,0.352,75.272,4
Black Horse And The Cherry Tree,Eye To The Telescope,KT Tunstall,2005-01-01,172373,59,0.748,0.328,0.748,0.786,0,0.34,-7.788,0.0641,104.833,4
Waiting On the World to Change,Continuum,John Mayer,2006-09-11,201173,72,0.577,0.159,0.577,0.756,0.000232,0.249,-5.82,0.115,176.75,4
Ms. New Booty,Ms. New Booty,Bubba Sparxxx,2005-01-01,252653,61,0.64,0.016,0.64,0.62,0,0.0831,-5.931,0.416,129.37,5
Lips Of An Angel,Pop Goes Punk,Various Artists,2019-10-04,258186,35,0.473,0.00309,0.473,0.725,0,0.144,-5.723,0.0322,129.023,4
"Lean Wit It, Rock Wit It",On Top Of Our Game,Dem Franchize Boyz,2006-01-01,229813,58,0.886,0.082,0.886,0.62,0,0.1,-5.854,0.307,76.035,4
Ridin',The Sound of Revenge,Chamillionaire,2005-01-01,303053,69,0.787,0.189,0.787,0.799,0,0.3,-4.68,0.0993,143.052,4
Snap Yo Fingers,Snap Yo Fingers - Single,Lil Jon,2006-05-02,274386,66,0.835,0.00647,0.835,0.757,0,0.29,-5.029,0.23,82.038,4
Irreplaceable,B'Day Deluxe Edition,Beyoncé,2007-05-29,227853,71,0.447,0.0293,0.447,0.694,5.46E-06,0.167,-4.637,0.382,175.868,4
Umbrella,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,275986,81,0.583,0.00864,0.583,0.829,0,0.0426,-4.603,0.134,174.028,4
Because Of You,Because Of You,Ne-Yo,2007-01-01,266840,73,0.81,0.528,0.81,0.538,0,0.0951,-5.784,0.0356,109.97,4
Big Girls Don't Cry (Personal),The Dutchess,Fergie,2006-01-01,268120,74,0.708,0.205,0.708,0.641,0,0.0945,-4.296,0.0335,113.082,4
Valerie - Version Revisited,Version,Mark Ronson,2007-06-22,219413,17,0.698,0.00253,0.698,0.843,0.000454,0.124,-4.789,0.0544,105.83,4
Hey There Delilah,All That We Needed,Plain White T's,2005-01-01,232533,79,0.656,0.872,0.656,0.291,0,0.114,-10.572,0.0293,103.971,4
What Goes Around.../...Comes Around (Interlude),FutureSex/LoveSounds,Justin Timberlake,2006-09-12,448573,70,0.687,0.122,0.687,0.723,0.00102,0.573,-4.751,0.0709,76,4
The Sweet Escape,The Sweet Escape,Gwen Stefani,2006-01-01,246466,65,0.756,0.191,0.756,0.77,0,0.178,-3.502,0.0343,119.961,4
Beautiful Girls,Beautiful Girls,Sean Kingston,2007-07-23,225373,77,0.762,0.15,0.762,0.661,0,0.256,-6.075,0.0687,130.009,4
Bleeding Love,Spirit,Leona Lewis,2007,262466,76,0.638,0.188,0.638,0.656,0,0.146,-5.886,0.0357,104.036,4
Girlfriend,The Best Damn Thing (Expanded Edition),Avril Lavigne,2007-04-17,216131,75,0.56,0.000738,0.56,0.959,0.000206,0.209,-2.433,0.102,163.983,4
No One,As I Am (Expanded Edition),Alicia Keys,2007-11-09,253813,79,0.644,0.0209,0.644,0.548,8.68E-06,0.134,-5.416,0.0286,90.042,4
About You Now,Change,Sugababes,2007-01-01,212400,65,0.584,6.52E-05,0.584,0.699,6.05E-05,0.486,-6.065,0.0378,82.499,4
Gimme More,Blackout,Britney Spears,2007-10-25,251240,74,0.788,0.25,0.788,0.844,0.000678,0.0723,-3.131,0.0334,113.324,4
Beautiful Liar,B'Day Deluxe Edition,Beyoncé,2007-05-29,199853,61,0.764,0.00554,0.764,0.751,0.000237,0.164,-3.74,0.0703,91.977,4
Shut Up And Drive,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,212280,66,0.735,0.00101,0.735,0.826,0.129,0.197,-4.902,0.0349,132.964,4
Fergalicious,The Dutchess,Fergie,2006-01-01,292373,64,0.906,0.0576,0.906,0.584,0,0.128,-7.72,0.316,129.055,4
Before He Cheats,Some Hearts,Carrie Underwood,2005-11-14,199946,74,0.519,0.271,0.519,0.749,0,0.119,-3.318,0.0405,147.905,4
She's So Lovely,Scouting For Girls,Scouting For Girls,2007,223813,66,0.504,0.0673,0.504,0.859,0,0.0468,-3.335,0.0624,167.125,4
Say It Right,Loose (International Version),Nelly Furtado,2006-01-01,223080,71,0.872,0.0476,0.872,0.872,0.00112,0.0543,-6.328,0.139,116.948,4
The Way I Are,Shock Value,Timbaland,2007-01-01,179120,76,0.731,0.181,0.731,0.807,0.751,0.319,-6.492,0.1,114.759,4
Don't Matter,Konvicted,Akon,2006,293066,69,0.801,0.225,0.801,0.454,0,0.226,-6.035,0.0371,125.139,4
Glamorous,The Dutchess,Fergie,2006-01-01,246600,61,0.811,0.298,0.811,0.757,0,0.103,-6.447,0.23,130.993,4
Bubbly,Coco,Colbie Caillat,2007-01-01,196226,72,0.688,0.594,0.688,0.477,0,0.115,-6.684,0.036,127.866,4
Candyman,Back To Basics,Christina Aguilera,2006-08-14,194213,65,0.686,0.0125,0.686,0.789,0.0147,0.142,-4.713,0.23,172.976,4
Hate That I Love You,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,218946,69,0.637,0.323,0.637,0.73,0,0.0981,-5.38,0.0874,93.867,4
Heartbroken - Edit,Heartbroken,T2,2017-03-10,178613,60,0.716,0.0258,0.716,0.757,0.00392,0.16,-5.438,0.0329,139.986,4
Do You Know? (The Ping Pong Song),Do You Know? (The Ping Pong Song) [International Version],Enrique Iglesias,2007-01-01,219533,44,0.753,0.0523,0.753,0.759,0,0.0263,-4.829,0.0487,114.999,4
I Wanna Love You,Konvicted,Akon,2006,247066,70,0.865,0.0359,0.865,0.45,1.28E-06,0.308,-9.387,0.0417,99.989,4
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),Epiphany,T-Pain,2007-06-05,227960,73,0.451,0.0108,0.451,0.55,0,0.0737,-8.137,0.262,80.001,4
My Love (feat. T.I.),FutureSex/LoveSounds Deluxe Edition,Justin Timberlake,2006-09-13,276160,70,0.771,0.277,0.771,0.68,1.18E-05,0.682,-5.881,0.224,119.952,4
Shine,Beautiful World,Take That,2006-01-01,211506,60,0.581,0.0312,0.581,0.852,0,0.103,-3.4,0.0372,90.01,4
U + Ur Hand,I'm Not Dead,P!nk,2006-04-04,214386,19,0.709,0.00144,0.709,0.891,0,0.034,-3.688,0.0528,141.04,4
Grace Kelly,Life In Cartoon Motion,MIKA,2006-01-01,187733,67,0.675,0.0242,0.675,0.828,0.0102,0.364,-5.799,0.0454,122.229,4
Foundations,Made of Bricks,Kate Nash,2007-08-06,245173,60,0.502,0.0886,0.502,0.904,0,0.0839,-4.01,0.0774,84.461,4
Smack That,Konvicted,Akon,2006,212360,74,0.94,0.317,0.94,0.743,0,0.0909,-5.166,0.0475,118.988,4
Rehab,Back To Black (Deluxe Edition),Amy Winehouse,2006,214946,69,0.407,0.0541,0.407,0.558,1.51E-06,0.34,-13.609,0.0552,71.815,4
Summer Love,FutureSex/LoveSounds,Justin Timberlake,2006-09-12,252973,63,0.606,0.0756,0.606,0.591,0,0.328,-7.228,0.087,95.802,4
Cry for You,Dancing Shoes,September,2007-03-08,209800,62,0.767,0.00133,0.767,0.881,0.000139,0.0551,-3.988,0.0301,130.018,4
Let Me Think About It,Singled Out,Ida Corr,2012-10-29,151973,41,0.762,0.00022,0.762,0.754,0.0665,0.146,-3.425,0.046,129.026,4
Apologize,Shock Value,Timbaland,2007-01-01,184400,72,0.653,0.0292,0.653,0.604,0,0.097,-6.017,0.0278,118.016,4
Rule The World - Radio Edit,Rule The World,Take That,2007-01-01,237760,59,0.357,0.0376,0.357,0.774,0,0.348,-4.226,0.034,164.054,4
"Dear Maria, Count Me In","So Wrong, It's Right",All Time Low,2007-09-25,182826,80,0.459,0.00725,0.459,0.895,0,0.206,-3.126,0.0805,181.04,4
Makes Me Wonder,It Won't Be Soon Before Long (International Version),Maroon 5,2007-01-01,211080,61,0.803,0.00485,0.803,0.851,0.000358,0.0577,-2.429,0.0357,113.996,4
Let It Go,Just Like You,Keyshia Cole,2007,238360,60,0.808,0.197,0.808,0.721,0,0.205,-5.165,0.213,94.955,4
Tears Dry On Their Own,Back To Black,Amy Winehouse,2006-10-27,185186,63,0.643,0.491,0.643,0.871,0,0.29,-2.734,0.118,121.569,4
When You're Gone,The Best Damn Thing (Expanded Edition),Avril Lavigne,2007-04-17,240047,68,0.458,0.189,0.458,0.719,0,0.228,-3.921,0.0323,142.032,4
Everything,Call Me Irresponsible,Michael Bublé,2007-04-30,212373,69,0.686,0.39,0.686,0.688,1.03E-06,0.0924,-4.981,0.0254,123.125,4
